"","Province.State","Country.Region","Lat","Long","continent","day","month","year","dates","cases"
"1973","","Belgium",50.8333,4,"EEA",8,2,2020,2020-02-08,1
"1974","","Belgium",50.8333,4,"EEA",9,2,2020,2020-02-09,1
"1975","","Belgium",50.8333,4,"EEA",10,2,2020,2020-02-10,1
"1976","","Belgium",50.8333,4,"EEA",11,2,2020,2020-02-11,1
"1977","","Belgium",50.8333,4,"EEA",12,2,2020,2020-02-12,1
"1978","","Belgium",50.8333,4,"EEA",13,2,2020,2020-02-13,1
"1979","","Belgium",50.8333,4,"EEA",14,2,2020,2020-02-14,1
"1980","","Belgium",50.8333,4,"EEA",15,2,2020,2020-02-15,1
"1981","","Belgium",50.8333,4,"EEA",16,2,2020,2020-02-16,1
"1982","","Belgium",50.8333,4,"EEA",17,2,2020,2020-02-17,1
"1983","","Belgium",50.8333,4,"EEA",18,2,2020,2020-02-18,1
"1984","","Belgium",50.8333,4,"EEA",19,2,2020,2020-02-19,1
"1985","","Belgium",50.8333,4,"EEA",20,2,2020,2020-02-20,1
"1986","","Belgium",50.8333,4,"EEA",21,2,2020,2020-02-21,1
"1987","","Belgium",50.8333,4,"EEA",22,2,2020,2020-02-22,1
"1988","","Belgium",50.8333,4,"EEA",23,2,2020,2020-02-23,1
"1989","","Belgium",50.8333,4,"EEA",24,2,2020,2020-02-24,1
"1990","","Belgium",50.8333,4,"EEA",25,2,2020,2020-02-25,1
"1991","","Belgium",50.8333,4,"EEA",26,2,2020,2020-02-26,1
"1992","","Belgium",50.8333,4,"EEA",27,2,2020,2020-02-27,1
"1993","","Belgium",50.8333,4,"EEA",28,2,2020,2020-02-28,1
"1994","","Belgium",50.8333,4,"EEA",29,2,2020,2020-02-29,1
"1995","","Belgium",50.8333,4,"EEA",1,3,2020,2020-03-01,2
"1996","","Belgium",50.8333,4,"EEA",2,3,2020,2020-03-02,8
"1997","","Belgium",50.8333,4,"EEA",3,3,2020,2020-03-03,13
"1998","","Belgium",50.8333,4,"EEA",4,3,2020,2020-03-04,23
"1999","","Belgium",50.8333,4,"EEA",5,3,2020,2020-03-05,50
"2000","","Belgium",50.8333,4,"EEA",6,3,2020,2020-03-06,109
"2001","","Belgium",50.8333,4,"EEA",7,3,2020,2020-03-07,169
"2002","","Belgium",50.8333,4,"EEA",8,3,2020,2020-03-08,200
"2003","","Belgium",50.8333,4,"EEA",9,3,2020,2020-03-09,239
"2004","","Belgium",50.8333,4,"EEA",10,3,2020,2020-03-10,267
"2005","","Belgium",50.8333,4,"EEA",11,3,2020,2020-03-11,314
"2006","","Belgium",50.8333,4,"EEA",12,3,2020,2020-03-12,314
"2007","","Belgium",50.8333,4,"EEA",13,3,2020,2020-03-13,559
"2008","","Belgium",50.8333,4,"EEA",14,3,2020,2020-03-14,689
"2009","","Belgium",50.8333,4,"EEA",15,3,2020,2020-03-15,886
"2010","","Belgium",50.8333,4,"EEA",16,3,2020,2020-03-16,1058
"2011","","Belgium",50.8333,4,"EEA",17,3,2020,2020-03-17,1243
"2012","","Belgium",50.8333,4,"EEA",18,3,2020,2020-03-18,1486
"2013","","Belgium",50.8333,4,"EEA",19,3,2020,2020-03-19,1795
"2014","","Belgium",50.8333,4,"EEA",20,3,2020,2020-03-20,2257
"2015","","Belgium",50.8333,4,"EEA",21,3,2020,2020-03-21,2815
"2016","","Belgium",50.8333,4,"EEA",22,3,2020,2020-03-22,3401
"2017","","Belgium",50.8333,4,"EEA",23,3,2020,2020-03-23,3743
"2018","","Belgium",50.8333,4,"EEA",24,3,2020,2020-03-24,4269
"2019","","Belgium",50.8333,4,"EEA",25,3,2020,2020-03-25,4937
"2020","","Belgium",50.8333,4,"EEA",26,3,2020,2020-03-26,6235
"2021","","Belgium",50.8333,4,"EEA",27,3,2020,2020-03-27,7284
"2022","","Belgium",50.8333,4,"EEA",28,3,2020,2020-03-28,9134
"2023","","Belgium",50.8333,4,"EEA",29,3,2020,2020-03-29,10836
"2024","","Belgium",50.8333,4,"EEA",30,3,2020,2020-03-30,11899
"2025","","Belgium",50.8333,4,"EEA",31,3,2020,2020-03-31,12775
"2026","","Belgium",50.8333,4,"EEA",1,4,2020,2020-04-01,13964
"2027","","Belgium",50.8333,4,"EEA",2,4,2020,2020-04-02,15348
"2028","","Belgium",50.8333,4,"EEA",3,4,2020,2020-04-03,16770
"2029","","Belgium",50.8333,4,"EEA",4,4,2020,2020-04-04,18431
"2030","","Belgium",50.8333,4,"EEA",5,4,2020,2020-04-05,19691
"2031","","Belgium",50.8333,4,"EEA",6,4,2020,2020-04-06,20814
"2032","","Belgium",50.8333,4,"EEA",7,4,2020,2020-04-07,22194
"2033","","Belgium",50.8333,4,"EEA",8,4,2020,2020-04-08,23403
"2034","","Belgium",50.8333,4,"EEA",9,4,2020,2020-04-09,24983
"2035","","Belgium",50.8333,4,"EEA",10,4,2020,2020-04-10,26667
"2036","","Belgium",50.8333,4,"EEA",11,4,2020,2020-04-11,28018
"2037","","Belgium",50.8333,4,"EEA",12,4,2020,2020-04-12,29647
"2038","","Belgium",50.8333,4,"EEA",13,4,2020,2020-04-13,30589
"2039","","Belgium",50.8333,4,"EEA",14,4,2020,2020-04-14,31119
"2040","","Belgium",50.8333,4,"EEA",15,4,2020,2020-04-15,33573
"2041","","Benin",9.3077,2.3158,NA,22,1,2020,2020-01-22,0
"2042","","Benin",9.3077,2.3158,NA,23,1,2020,2020-01-23,0
"2043","","Benin",9.3077,2.3158,NA,24,1,2020,2020-01-24,0
"2044","","Benin",9.3077,2.3158,NA,25,1,2020,2020-01-25,0
"2045","","Benin",9.3077,2.3158,NA,26,1,2020,2020-01-26,0
"2046","","Benin",9.3077,2.3158,NA,27,1,2020,2020-01-27,0
"2047","","Benin",9.3077,2.3158,NA,28,1,2020,2020-01-28,0
"2048","","Benin",9.3077,2.3158,NA,29,1,2020,2020-01-29,0
"2049","","Benin",9.3077,2.3158,NA,30,1,2020,2020-01-30,0
"2050","","Benin",9.3077,2.3158,NA,31,1,2020,2020-01-31,0
"2051","","Benin",9.3077,2.3158,NA,1,2,2020,2020-02-01,0
"2052","","Benin",9.3077,2.3158,NA,2,2,2020,2020-02-02,0
"2053","","Benin",9.3077,2.3158,NA,3,2,2020,2020-02-03,0
"2054","","Benin",9.3077,2.3158,NA,4,2,2020,2020-02-04,0
"2055","","Benin",9.3077,2.3158,NA,5,2,2020,2020-02-05,0
"2056","","Benin",9.3077,2.3158,NA,6,2,2020,2020-02-06,0
"2057","","Benin",9.3077,2.3158,NA,7,2,2020,2020-02-07,0
"2058","","Benin",9.3077,2.3158,NA,8,2,2020,2020-02-08,0
"2059","","Benin",9.3077,2.3158,NA,9,2,2020,2020-02-09,0
"2060","","Benin",9.3077,2.3158,NA,10,2,2020,2020-02-10,0
"2061","","Benin",9.3077,2.3158,NA,11,2,2020,2020-02-11,0
"2062","","Benin",9.3077,2.3158,NA,12,2,2020,2020-02-12,0
"2063","","Benin",9.3077,2.3158,NA,13,2,2020,2020-02-13,0
"2064","","Benin",9.3077,2.3158,NA,14,2,2020,2020-02-14,0
"2065","","Benin",9.3077,2.3158,NA,15,2,2020,2020-02-15,0
"2066","","Benin",9.3077,2.3158,NA,16,2,2020,2020-02-16,0
"2067","","Benin",9.3077,2.3158,NA,17,2,2020,2020-02-17,0
"2068","","Benin",9.3077,2.3158,NA,18,2,2020,2020-02-18,0
"2069","","Benin",9.3077,2.3158,NA,19,2,2020,2020-02-19,0
"2070","","Benin",9.3077,2.3158,NA,20,2,2020,2020-02-20,0
"2071","","Benin",9.3077,2.3158,NA,21,2,2020,2020-02-21,0
"2072","","Benin",9.3077,2.3158,NA,22,2,2020,2020-02-22,0
"2073","","Benin",9.3077,2.3158,NA,23,2,2020,2020-02-23,0
"2074","","Benin",9.3077,2.3158,NA,24,2,2020,2020-02-24,0
"2075","","Benin",9.3077,2.3158,NA,25,2,2020,2020-02-25,0
"2076","","Benin",9.3077,2.3158,NA,26,2,2020,2020-02-26,0
"2077","","Benin",9.3077,2.3158,NA,27,2,2020,2020-02-27,0
"2078","","Benin",9.3077,2.3158,NA,28,2,2020,2020-02-28,0
"2079","","Benin",9.3077,2.3158,NA,29,2,2020,2020-02-29,0
"2080","","Benin",9.3077,2.3158,NA,1,3,2020,2020-03-01,0
"2081","","Benin",9.3077,2.3158,NA,2,3,2020,2020-03-02,0
"2082","","Benin",9.3077,2.3158,NA,3,3,2020,2020-03-03,0
"2083","","Benin",9.3077,2.3158,NA,4,3,2020,2020-03-04,0
"2084","","Benin",9.3077,2.3158,NA,5,3,2020,2020-03-05,0
"2085","","Benin",9.3077,2.3158,NA,6,3,2020,2020-03-06,0
"2086","","Benin",9.3077,2.3158,NA,7,3,2020,2020-03-07,0
"2087","","Benin",9.3077,2.3158,NA,8,3,2020,2020-03-08,0
"2088","","Benin",9.3077,2.3158,NA,9,3,2020,2020-03-09,0
"2089","","Benin",9.3077,2.3158,NA,10,3,2020,2020-03-10,0
"2090","","Benin",9.3077,2.3158,NA,11,3,2020,2020-03-11,0
"2091","","Benin",9.3077,2.3158,NA,12,3,2020,2020-03-12,0
"2092","","Benin",9.3077,2.3158,NA,13,3,2020,2020-03-13,0
"2093","","Benin",9.3077,2.3158,NA,14,3,2020,2020-03-14,0
"2094","","Benin",9.3077,2.3158,NA,15,3,2020,2020-03-15,0
"2095","","Benin",9.3077,2.3158,NA,16,3,2020,2020-03-16,1
"2096","","Benin",9.3077,2.3158,NA,17,3,2020,2020-03-17,1
"2097","","Benin",9.3077,2.3158,NA,18,3,2020,2020-03-18,2
"2098","","Benin",9.3077,2.3158,NA,19,3,2020,2020-03-19,2
"2099","","Benin",9.3077,2.3158,NA,20,3,2020,2020-03-20,2
"2100","","Benin",9.3077,2.3158,NA,21,3,2020,2020-03-21,2
"2101","","Benin",9.3077,2.3158,NA,22,3,2020,2020-03-22,2
"2102","","Benin",9.3077,2.3158,NA,23,3,2020,2020-03-23,5
"2103","","Benin",9.3077,2.3158,NA,24,3,2020,2020-03-24,6
"2104","","Benin",9.3077,2.3158,NA,25,3,2020,2020-03-25,6
"2105","","Benin",9.3077,2.3158,NA,26,3,2020,2020-03-26,6
"2106","","Benin",9.3077,2.3158,NA,27,3,2020,2020-03-27,6
"2107","","Benin",9.3077,2.3158,NA,28,3,2020,2020-03-28,6
"2108","","Benin",9.3077,2.3158,NA,29,3,2020,2020-03-29,6
"2109","","Benin",9.3077,2.3158,NA,30,3,2020,2020-03-30,6
"2110","","Benin",9.3077,2.3158,NA,31,3,2020,2020-03-31,9
"2111","","Benin",9.3077,2.3158,NA,1,4,2020,2020-04-01,13
"2112","","Benin",9.3077,2.3158,NA,2,4,2020,2020-04-02,13
"2113","","Benin",9.3077,2.3158,NA,3,4,2020,2020-04-03,16
"2114","","Benin",9.3077,2.3158,NA,4,4,2020,2020-04-04,16
"2115","","Benin",9.3077,2.3158,NA,5,4,2020,2020-04-05,22
"2116","","Benin",9.3077,2.3158,NA,6,4,2020,2020-04-06,26
"2117","","Benin",9.3077,2.3158,NA,7,4,2020,2020-04-07,26
"2118","","Benin",9.3077,2.3158,NA,8,4,2020,2020-04-08,26
"2119","","Benin",9.3077,2.3158,NA,9,4,2020,2020-04-09,26
"2120","","Benin",9.3077,2.3158,NA,10,4,2020,2020-04-10,35
"2121","","Benin",9.3077,2.3158,NA,11,4,2020,2020-04-11,35
"2122","","Benin",9.3077,2.3158,NA,12,4,2020,2020-04-12,35
"2123","","Benin",9.3077,2.3158,NA,13,4,2020,2020-04-13,35
"2124","","Benin",9.3077,2.3158,NA,14,4,2020,2020-04-14,35
"2125","","Benin",9.3077,2.3158,NA,15,4,2020,2020-04-15,35
"2126","","Bhutan",27.5142,90.4336,NA,22,1,2020,2020-01-22,0
"2127","","Bhutan",27.5142,90.4336,NA,23,1,2020,2020-01-23,0
"2128","","Bhutan",27.5142,90.4336,NA,24,1,2020,2020-01-24,0
"2129","","Bhutan",27.5142,90.4336,NA,25,1,2020,2020-01-25,0
"2130","","Bhutan",27.5142,90.4336,NA,26,1,2020,2020-01-26,0
"2131","","Bhutan",27.5142,90.4336,NA,27,1,2020,2020-01-27,0
"2132","","Bhutan",27.5142,90.4336,NA,28,1,2020,2020-01-28,0
"2133","","Bhutan",27.5142,90.4336,NA,29,1,2020,2020-01-29,0
"2134","","Bhutan",27.5142,90.4336,NA,30,1,2020,2020-01-30,0
"2135","","Bhutan",27.5142,90.4336,NA,31,1,2020,2020-01-31,0
"2136","","Bhutan",27.5142,90.4336,NA,1,2,2020,2020-02-01,0
"2137","","Bhutan",27.5142,90.4336,NA,2,2,2020,2020-02-02,0
"2138","","Bhutan",27.5142,90.4336,NA,3,2,2020,2020-02-03,0
"2139","","Bhutan",27.5142,90.4336,NA,4,2,2020,2020-02-04,0
"2140","","Bhutan",27.5142,90.4336,NA,5,2,2020,2020-02-05,0
"2141","","Bhutan",27.5142,90.4336,NA,6,2,2020,2020-02-06,0
"2142","","Bhutan",27.5142,90.4336,NA,7,2,2020,2020-02-07,0
"2143","","Bhutan",27.5142,90.4336,NA,8,2,2020,2020-02-08,0
"2144","","Bhutan",27.5142,90.4336,NA,9,2,2020,2020-02-09,0
"2145","","Bhutan",27.5142,90.4336,NA,10,2,2020,2020-02-10,0
"2146","","Bhutan",27.5142,90.4336,NA,11,2,2020,2020-02-11,0
"2147","","Bhutan",27.5142,90.4336,NA,12,2,2020,2020-02-12,0
"2148","","Bhutan",27.5142,90.4336,NA,13,2,2020,2020-02-13,0
"2149","","Bhutan",27.5142,90.4336,NA,14,2,2020,2020-02-14,0
"2150","","Bhutan",27.5142,90.4336,NA,15,2,2020,2020-02-15,0
"2151","","Bhutan",27.5142,90.4336,NA,16,2,2020,2020-02-16,0
"2152","","Bhutan",27.5142,90.4336,NA,17,2,2020,2020-02-17,0
"2153","","Bhutan",27.5142,90.4336,NA,18,2,2020,2020-02-18,0
"2154","","Bhutan",27.5142,90.4336,NA,19,2,2020,2020-02-19,0
"2155","","Bhutan",27.5142,90.4336,NA,20,2,2020,2020-02-20,0
"2156","","Bhutan",27.5142,90.4336,NA,21,2,2020,2020-02-21,0
"2157","","Bhutan",27.5142,90.4336,NA,22,2,2020,2020-02-22,0
"2158","","Bhutan",27.5142,90.4336,NA,23,2,2020,2020-02-23,0
"2159","","Bhutan",27.5142,90.4336,NA,24,2,2020,2020-02-24,0
"2160","","Bhutan",27.5142,90.4336,NA,25,2,2020,2020-02-25,0
"2161","","Bhutan",27.5142,90.4336,NA,26,2,2020,2020-02-26,0
"2162","","Bhutan",27.5142,90.4336,NA,27,2,2020,2020-02-27,0
"2163","","Bhutan",27.5142,90.4336,NA,28,2,2020,2020-02-28,0
"2164","","Bhutan",27.5142,90.4336,NA,29,2,2020,2020-02-29,0
"2165","","Bhutan",27.5142,90.4336,NA,1,3,2020,2020-03-01,0
"2166","","Bhutan",27.5142,90.4336,NA,2,3,2020,2020-03-02,0
"2167","","Bhutan",27.5142,90.4336,NA,3,3,2020,2020-03-03,0
"2168","","Bhutan",27.5142,90.4336,NA,4,3,2020,2020-03-04,0
"2169","","Bhutan",27.5142,90.4336,NA,5,3,2020,2020-03-05,0
"2170","","Bhutan",27.5142,90.4336,NA,6,3,2020,2020-03-06,1
"2171","","Bhutan",27.5142,90.4336,NA,7,3,2020,2020-03-07,1
"2172","","Bhutan",27.5142,90.4336,NA,8,3,2020,2020-03-08,1
"2173","","Bhutan",27.5142,90.4336,NA,9,3,2020,2020-03-09,1
"2174","","Bhutan",27.5142,90.4336,NA,10,3,2020,2020-03-10,1
"2175","","Bhutan",27.5142,90.4336,NA,11,3,2020,2020-03-11,1
"2176","","Bhutan",27.5142,90.4336,NA,12,3,2020,2020-03-12,1
"2177","","Bhutan",27.5142,90.4336,NA,13,3,2020,2020-03-13,1
"2178","","Bhutan",27.5142,90.4336,NA,14,3,2020,2020-03-14,1
"2179","","Bhutan",27.5142,90.4336,NA,15,3,2020,2020-03-15,1
"2180","","Bhutan",27.5142,90.4336,NA,16,3,2020,2020-03-16,1
"2181","","Bhutan",27.5142,90.4336,NA,17,3,2020,2020-03-17,1
"2182","","Bhutan",27.5142,90.4336,NA,18,3,2020,2020-03-18,1
"2183","","Bhutan",27.5142,90.4336,NA,19,3,2020,2020-03-19,1
"2184","","Bhutan",27.5142,90.4336,NA,20,3,2020,2020-03-20,2
"2185","","Bhutan",27.5142,90.4336,NA,21,3,2020,2020-03-21,2
"2186","","Bhutan",27.5142,90.4336,NA,22,3,2020,2020-03-22,2
"2187","","Bhutan",27.5142,90.4336,NA,23,3,2020,2020-03-23,2
"2188","","Bhutan",27.5142,90.4336,NA,24,3,2020,2020-03-24,2
"2189","","Bhutan",27.5142,90.4336,NA,25,3,2020,2020-03-25,2
"2190","","Bhutan",27.5142,90.4336,NA,26,3,2020,2020-03-26,2
"2191","","Bhutan",27.5142,90.4336,NA,27,3,2020,2020-03-27,3
"2192","","Bhutan",27.5142,90.4336,NA,28,3,2020,2020-03-28,3
"2193","","Bhutan",27.5142,90.4336,NA,29,3,2020,2020-03-29,4
"2194","","Bhutan",27.5142,90.4336,NA,30,3,2020,2020-03-30,4
"2195","","Bhutan",27.5142,90.4336,NA,31,3,2020,2020-03-31,4
"2196","","Bhutan",27.5142,90.4336,NA,1,4,2020,2020-04-01,4
"2197","","Bhutan",27.5142,90.4336,NA,2,4,2020,2020-04-02,5
"2198","","Bhutan",27.5142,90.4336,NA,3,4,2020,2020-04-03,5
"2199","","Bhutan",27.5142,90.4336,NA,4,4,2020,2020-04-04,5
"2200","","Bhutan",27.5142,90.4336,NA,5,4,2020,2020-04-05,5
"2201","","Bhutan",27.5142,90.4336,NA,6,4,2020,2020-04-06,5
"2202","","Bhutan",27.5142,90.4336,NA,7,4,2020,2020-04-07,5
"2203","","Bhutan",27.5142,90.4336,NA,8,4,2020,2020-04-08,5
"2204","","Bhutan",27.5142,90.4336,NA,9,4,2020,2020-04-09,5
"2205","","Bhutan",27.5142,90.4336,NA,10,4,2020,2020-04-10,5
"2206","","Bhutan",27.5142,90.4336,NA,11,4,2020,2020-04-11,5
"2207","","Bhutan",27.5142,90.4336,NA,12,4,2020,2020-04-12,5
"2208","","Bhutan",27.5142,90.4336,NA,13,4,2020,2020-04-13,5
"2209","","Bhutan",27.5142,90.4336,NA,14,4,2020,2020-04-14,5
"2210","","Bhutan",27.5142,90.4336,NA,15,4,2020,2020-04-15,5
"2211","","Bolivia",-16.2902,-63.5887,"Latam",22,1,2020,2020-01-22,0
"2212","","Bolivia",-16.2902,-63.5887,"Latam",23,1,2020,2020-01-23,0
"2213","","Bolivia",-16.2902,-63.5887,"Latam",24,1,2020,2020-01-24,0
"2214","","Bolivia",-16.2902,-63.5887,"Latam",25,1,2020,2020-01-25,0
"2215","","Bolivia",-16.2902,-63.5887,"Latam",26,1,2020,2020-01-26,0
"2216","","Bolivia",-16.2902,-63.5887,"Latam",27,1,2020,2020-01-27,0
"2217","","Bolivia",-16.2902,-63.5887,"Latam",28,1,2020,2020-01-28,0
"2218","","Bolivia",-16.2902,-63.5887,"Latam",29,1,2020,2020-01-29,0
"2219","","Bolivia",-16.2902,-63.5887,"Latam",30,1,2020,2020-01-30,0
"2220","","Bolivia",-16.2902,-63.5887,"Latam",31,1,2020,2020-01-31,0
"2221","","Bolivia",-16.2902,-63.5887,"Latam",1,2,2020,2020-02-01,0
"2222","","Bolivia",-16.2902,-63.5887,"Latam",2,2,2020,2020-02-02,0
"2223","","Bolivia",-16.2902,-63.5887,"Latam",3,2,2020,2020-02-03,0
"2224","","Bolivia",-16.2902,-63.5887,"Latam",4,2,2020,2020-02-04,0
"2225","","Bolivia",-16.2902,-63.5887,"Latam",5,2,2020,2020-02-05,0
"2226","","Bolivia",-16.2902,-63.5887,"Latam",6,2,2020,2020-02-06,0
"2227","","Bolivia",-16.2902,-63.5887,"Latam",7,2,2020,2020-02-07,0
"2228","","Bolivia",-16.2902,-63.5887,"Latam",8,2,2020,2020-02-08,0
"2229","","Bolivia",-16.2902,-63.5887,"Latam",9,2,2020,2020-02-09,0
"2230","","Bolivia",-16.2902,-63.5887,"Latam",10,2,2020,2020-02-10,0
"2231","","Bolivia",-16.2902,-63.5887,"Latam",11,2,2020,2020-02-11,0
"2232","","Bolivia",-16.2902,-63.5887,"Latam",12,2,2020,2020-02-12,0
"2233","","Bolivia",-16.2902,-63.5887,"Latam",13,2,2020,2020-02-13,0
"2234","","Bolivia",-16.2902,-63.5887,"Latam",14,2,2020,2020-02-14,0
"2235","","Bolivia",-16.2902,-63.5887,"Latam",15,2,2020,2020-02-15,0
"2236","","Bolivia",-16.2902,-63.5887,"Latam",16,2,2020,2020-02-16,0
"2237","","Bolivia",-16.2902,-63.5887,"Latam",17,2,2020,2020-02-17,0
"2238","","Bolivia",-16.2902,-63.5887,"Latam",18,2,2020,2020-02-18,0
"2239","","Bolivia",-16.2902,-63.5887,"Latam",19,2,2020,2020-02-19,0
"2240","","Bolivia",-16.2902,-63.5887,"Latam",20,2,2020,2020-02-20,0
"2241","","Bolivia",-16.2902,-63.5887,"Latam",21,2,2020,2020-02-21,0
"2242","","Bolivia",-16.2902,-63.5887,"Latam",22,2,2020,2020-02-22,0
"2243","","Bolivia",-16.2902,-63.5887,"Latam",23,2,2020,2020-02-23,0
"2244","","Bolivia",-16.2902,-63.5887,"Latam",24,2,2020,2020-02-24,0
"2245","","Bolivia",-16.2902,-63.5887,"Latam",25,2,2020,2020-02-25,0
"2246","","Bolivia",-16.2902,-63.5887,"Latam",26,2,2020,2020-02-26,0
"2247","","Bolivia",-16.2902,-63.5887,"Latam",27,2,2020,2020-02-27,0
"2248","","Bolivia",-16.2902,-63.5887,"Latam",28,2,2020,2020-02-28,0
"2249","","Bolivia",-16.2902,-63.5887,"Latam",29,2,2020,2020-02-29,0
"2250","","Bolivia",-16.2902,-63.5887,"Latam",1,3,2020,2020-03-01,0
"2251","","Bolivia",-16.2902,-63.5887,"Latam",2,3,2020,2020-03-02,0
"2252","","Bolivia",-16.2902,-63.5887,"Latam",3,3,2020,2020-03-03,0
"2253","","Bolivia",-16.2902,-63.5887,"Latam",4,3,2020,2020-03-04,0
"2254","","Bolivia",-16.2902,-63.5887,"Latam",5,3,2020,2020-03-05,0
"2255","","Bolivia",-16.2902,-63.5887,"Latam",6,3,2020,2020-03-06,0
"2256","","Bolivia",-16.2902,-63.5887,"Latam",7,3,2020,2020-03-07,0
"2257","","Bolivia",-16.2902,-63.5887,"Latam",8,3,2020,2020-03-08,0
"2258","","Bolivia",-16.2902,-63.5887,"Latam",9,3,2020,2020-03-09,0
"2259","","Bolivia",-16.2902,-63.5887,"Latam",10,3,2020,2020-03-10,0
"2260","","Bolivia",-16.2902,-63.5887,"Latam",11,3,2020,2020-03-11,2
"2261","","Bolivia",-16.2902,-63.5887,"Latam",12,3,2020,2020-03-12,2
"2262","","Bolivia",-16.2902,-63.5887,"Latam",13,3,2020,2020-03-13,3
"2263","","Bolivia",-16.2902,-63.5887,"Latam",14,3,2020,2020-03-14,10
"2264","","Bolivia",-16.2902,-63.5887,"Latam",15,3,2020,2020-03-15,10
"2265","","Bolivia",-16.2902,-63.5887,"Latam",16,3,2020,2020-03-16,11
"2266","","Bolivia",-16.2902,-63.5887,"Latam",17,3,2020,2020-03-17,11
"2267","","Bolivia",-16.2902,-63.5887,"Latam",18,3,2020,2020-03-18,12
"2268","","Bolivia",-16.2902,-63.5887,"Latam",19,3,2020,2020-03-19,12
"2269","","Bolivia",-16.2902,-63.5887,"Latam",20,3,2020,2020-03-20,15
"2270","","Bolivia",-16.2902,-63.5887,"Latam",21,3,2020,2020-03-21,19
"2271","","Bolivia",-16.2902,-63.5887,"Latam",22,3,2020,2020-03-22,24
"2272","","Bolivia",-16.2902,-63.5887,"Latam",23,3,2020,2020-03-23,27
"2273","","Bolivia",-16.2902,-63.5887,"Latam",24,3,2020,2020-03-24,29
"2274","","Bolivia",-16.2902,-63.5887,"Latam",25,3,2020,2020-03-25,32
"2275","","Bolivia",-16.2902,-63.5887,"Latam",26,3,2020,2020-03-26,43
"2276","","Bolivia",-16.2902,-63.5887,"Latam",27,3,2020,2020-03-27,61
"2277","","Bolivia",-16.2902,-63.5887,"Latam",28,3,2020,2020-03-28,74
"2278","","Bolivia",-16.2902,-63.5887,"Latam",29,3,2020,2020-03-29,81
"2279","","Bolivia",-16.2902,-63.5887,"Latam",30,3,2020,2020-03-30,97
"2280","","Bolivia",-16.2902,-63.5887,"Latam",31,3,2020,2020-03-31,107
"2281","","Bolivia",-16.2902,-63.5887,"Latam",1,4,2020,2020-04-01,115
"2282","","Bolivia",-16.2902,-63.5887,"Latam",2,4,2020,2020-04-02,123
"2283","","Bolivia",-16.2902,-63.5887,"Latam",3,4,2020,2020-04-03,132
"2284","","Bolivia",-16.2902,-63.5887,"Latam",4,4,2020,2020-04-04,139
"2285","","Bolivia",-16.2902,-63.5887,"Latam",5,4,2020,2020-04-05,157
"2286","","Bolivia",-16.2902,-63.5887,"Latam",6,4,2020,2020-04-06,183
"2287","","Bolivia",-16.2902,-63.5887,"Latam",7,4,2020,2020-04-07,194
"2288","","Bolivia",-16.2902,-63.5887,"Latam",8,4,2020,2020-04-08,210
"2289","","Bolivia",-16.2902,-63.5887,"Latam",9,4,2020,2020-04-09,264
"2290","","Bolivia",-16.2902,-63.5887,"Latam",10,4,2020,2020-04-10,268
"2291","","Bolivia",-16.2902,-63.5887,"Latam",11,4,2020,2020-04-11,275
"2292","","Bolivia",-16.2902,-63.5887,"Latam",12,4,2020,2020-04-12,300
"2293","","Bolivia",-16.2902,-63.5887,"Latam",13,4,2020,2020-04-13,330
"2294","","Bolivia",-16.2902,-63.5887,"Latam",14,4,2020,2020-04-14,354
"2295","","Bolivia",-16.2902,-63.5887,"Latam",15,4,2020,2020-04-15,397
"2296","","Bosnia and Herzegovina",43.9159,17.6791,NA,22,1,2020,2020-01-22,0
"2297","","Bosnia and Herzegovina",43.9159,17.6791,NA,23,1,2020,2020-01-23,0
"2298","","Bosnia and Herzegovina",43.9159,17.6791,NA,24,1,2020,2020-01-24,0
"2299","","Bosnia and Herzegovina",43.9159,17.6791,NA,25,1,2020,2020-01-25,0
"2300","","Bosnia and Herzegovina",43.9159,17.6791,NA,26,1,2020,2020-01-26,0
"2301","","Bosnia and Herzegovina",43.9159,17.6791,NA,27,1,2020,2020-01-27,0
"2302","","Bosnia and Herzegovina",43.9159,17.6791,NA,28,1,2020,2020-01-28,0
"2303","","Bosnia and Herzegovina",43.9159,17.6791,NA,29,1,2020,2020-01-29,0
"2304","","Bosnia and Herzegovina",43.9159,17.6791,NA,30,1,2020,2020-01-30,0
"2305","","Bosnia and Herzegovina",43.9159,17.6791,NA,31,1,2020,2020-01-31,0
"2306","","Bosnia and Herzegovina",43.9159,17.6791,NA,1,2,2020,2020-02-01,0
"2307","","Bosnia and Herzegovina",43.9159,17.6791,NA,2,2,2020,2020-02-02,0
"2308","","Bosnia and Herzegovina",43.9159,17.6791,NA,3,2,2020,2020-02-03,0
"2309","","Bosnia and Herzegovina",43.9159,17.6791,NA,4,2,2020,2020-02-04,0
"2310","","Bosnia and Herzegovina",43.9159,17.6791,NA,5,2,2020,2020-02-05,0
"2311","","Bosnia and Herzegovina",43.9159,17.6791,NA,6,2,2020,2020-02-06,0
"2312","","Bosnia and Herzegovina",43.9159,17.6791,NA,7,2,2020,2020-02-07,0
"2313","","Bosnia and Herzegovina",43.9159,17.6791,NA,8,2,2020,2020-02-08,0
"2314","","Bosnia and Herzegovina",43.9159,17.6791,NA,9,2,2020,2020-02-09,0
"2315","","Bosnia and Herzegovina",43.9159,17.6791,NA,10,2,2020,2020-02-10,0
