"","Province.State","Country.Region","Lat","Long","continent","day","month","year","dates","cases"
"10268","","Germany",51,9,"EEA",29,3,2020,2020-03-29,62095
"10269","","Germany",51,9,"EEA",30,3,2020,2020-03-30,66885
"10270","","Germany",51,9,"EEA",31,3,2020,2020-03-31,71808
"10271","","Germany",51,9,"EEA",1,4,2020,2020-04-01,77872
"10272","","Germany",51,9,"EEA",2,4,2020,2020-04-02,84794
"10273","","Germany",51,9,"EEA",3,4,2020,2020-04-03,91159
"10274","","Germany",51,9,"EEA",4,4,2020,2020-04-04,96092
"10275","","Germany",51,9,"EEA",5,4,2020,2020-04-05,100123
"10276","","Germany",51,9,"EEA",6,4,2020,2020-04-06,103374
"10277","","Germany",51,9,"EEA",7,4,2020,2020-04-07,107663
"10278","","Germany",51,9,"EEA",8,4,2020,2020-04-08,113296
"10279","","Germany",51,9,"EEA",9,4,2020,2020-04-09,118181
"10280","","Germany",51,9,"EEA",10,4,2020,2020-04-10,122171
"10281","","Germany",51,9,"EEA",11,4,2020,2020-04-11,124908
"10282","","Germany",51,9,"EEA",12,4,2020,2020-04-12,127854
"10283","","Germany",51,9,"EEA",13,4,2020,2020-04-13,130072
"10284","","Germany",51,9,"EEA",14,4,2020,2020-04-14,131359
"10285","","Germany",51,9,"EEA",15,4,2020,2020-04-15,134753
"10286","","Ghana",7.9465,-1.0232,NA,22,1,2020,2020-01-22,0
"10287","","Ghana",7.9465,-1.0232,NA,23,1,2020,2020-01-23,0
"10288","","Ghana",7.9465,-1.0232,NA,24,1,2020,2020-01-24,0
"10289","","Ghana",7.9465,-1.0232,NA,25,1,2020,2020-01-25,0
"10290","","Ghana",7.9465,-1.0232,NA,26,1,2020,2020-01-26,0
"10291","","Ghana",7.9465,-1.0232,NA,27,1,2020,2020-01-27,0
"10292","","Ghana",7.9465,-1.0232,NA,28,1,2020,2020-01-28,0
"10293","","Ghana",7.9465,-1.0232,NA,29,1,2020,2020-01-29,0
"10294","","Ghana",7.9465,-1.0232,NA,30,1,2020,2020-01-30,0
"10295","","Ghana",7.9465,-1.0232,NA,31,1,2020,2020-01-31,0
"10296","","Ghana",7.9465,-1.0232,NA,1,2,2020,2020-02-01,0
"10297","","Ghana",7.9465,-1.0232,NA,2,2,2020,2020-02-02,0
"10298","","Ghana",7.9465,-1.0232,NA,3,2,2020,2020-02-03,0
"10299","","Ghana",7.9465,-1.0232,NA,4,2,2020,2020-02-04,0
"10300","","Ghana",7.9465,-1.0232,NA,5,2,2020,2020-02-05,0
"10301","","Ghana",7.9465,-1.0232,NA,6,2,2020,2020-02-06,0
"10302","","Ghana",7.9465,-1.0232,NA,7,2,2020,2020-02-07,0
"10303","","Ghana",7.9465,-1.0232,NA,8,2,2020,2020-02-08,0
"10304","","Ghana",7.9465,-1.0232,NA,9,2,2020,2020-02-09,0
"10305","","Ghana",7.9465,-1.0232,NA,10,2,2020,2020-02-10,0
"10306","","Ghana",7.9465,-1.0232,NA,11,2,2020,2020-02-11,0
"10307","","Ghana",7.9465,-1.0232,NA,12,2,2020,2020-02-12,0
"10308","","Ghana",7.9465,-1.0232,NA,13,2,2020,2020-02-13,0
"10309","","Ghana",7.9465,-1.0232,NA,14,2,2020,2020-02-14,0
"10310","","Ghana",7.9465,-1.0232,NA,15,2,2020,2020-02-15,0
"10311","","Ghana",7.9465,-1.0232,NA,16,2,2020,2020-02-16,0
"10312","","Ghana",7.9465,-1.0232,NA,17,2,2020,2020-02-17,0
"10313","","Ghana",7.9465,-1.0232,NA,18,2,2020,2020-02-18,0
"10314","","Ghana",7.9465,-1.0232,NA,19,2,2020,2020-02-19,0
"10315","","Ghana",7.9465,-1.0232,NA,20,2,2020,2020-02-20,0
"10316","","Ghana",7.9465,-1.0232,NA,21,2,2020,2020-02-21,0
"10317","","Ghana",7.9465,-1.0232,NA,22,2,2020,2020-02-22,0
"10318","","Ghana",7.9465,-1.0232,NA,23,2,2020,2020-02-23,0
"10319","","Ghana",7.9465,-1.0232,NA,24,2,2020,2020-02-24,0
"10320","","Ghana",7.9465,-1.0232,NA,25,2,2020,2020-02-25,0
"10321","","Ghana",7.9465,-1.0232,NA,26,2,2020,2020-02-26,0
"10322","","Ghana",7.9465,-1.0232,NA,27,2,2020,2020-02-27,0
"10323","","Ghana",7.9465,-1.0232,NA,28,2,2020,2020-02-28,0
"10324","","Ghana",7.9465,-1.0232,NA,29,2,2020,2020-02-29,0
"10325","","Ghana",7.9465,-1.0232,NA,1,3,2020,2020-03-01,0
"10326","","Ghana",7.9465,-1.0232,NA,2,3,2020,2020-03-02,0
"10327","","Ghana",7.9465,-1.0232,NA,3,3,2020,2020-03-03,0
"10328","","Ghana",7.9465,-1.0232,NA,4,3,2020,2020-03-04,0
"10329","","Ghana",7.9465,-1.0232,NA,5,3,2020,2020-03-05,0
"10330","","Ghana",7.9465,-1.0232,NA,6,3,2020,2020-03-06,0
"10331","","Ghana",7.9465,-1.0232,NA,7,3,2020,2020-03-07,0
"10332","","Ghana",7.9465,-1.0232,NA,8,3,2020,2020-03-08,0
"10333","","Ghana",7.9465,-1.0232,NA,9,3,2020,2020-03-09,0
"10334","","Ghana",7.9465,-1.0232,NA,10,3,2020,2020-03-10,0
"10335","","Ghana",7.9465,-1.0232,NA,11,3,2020,2020-03-11,0
"10336","","Ghana",7.9465,-1.0232,NA,12,3,2020,2020-03-12,0
"10337","","Ghana",7.9465,-1.0232,NA,13,3,2020,2020-03-13,0
"10338","","Ghana",7.9465,-1.0232,NA,14,3,2020,2020-03-14,3
"10339","","Ghana",7.9465,-1.0232,NA,15,3,2020,2020-03-15,6
"10340","","Ghana",7.9465,-1.0232,NA,16,3,2020,2020-03-16,6
"10341","","Ghana",7.9465,-1.0232,NA,17,3,2020,2020-03-17,7
"10342","","Ghana",7.9465,-1.0232,NA,18,3,2020,2020-03-18,7
"10343","","Ghana",7.9465,-1.0232,NA,19,3,2020,2020-03-19,11
"10344","","Ghana",7.9465,-1.0232,NA,20,3,2020,2020-03-20,16
"10345","","Ghana",7.9465,-1.0232,NA,21,3,2020,2020-03-21,19
"10346","","Ghana",7.9465,-1.0232,NA,22,3,2020,2020-03-22,23
"10347","","Ghana",7.9465,-1.0232,NA,23,3,2020,2020-03-23,27
"10348","","Ghana",7.9465,-1.0232,NA,24,3,2020,2020-03-24,53
"10349","","Ghana",7.9465,-1.0232,NA,25,3,2020,2020-03-25,93
"10350","","Ghana",7.9465,-1.0232,NA,26,3,2020,2020-03-26,132
"10351","","Ghana",7.9465,-1.0232,NA,27,3,2020,2020-03-27,137
"10352","","Ghana",7.9465,-1.0232,NA,28,3,2020,2020-03-28,141
"10353","","Ghana",7.9465,-1.0232,NA,29,3,2020,2020-03-29,152
"10354","","Ghana",7.9465,-1.0232,NA,30,3,2020,2020-03-30,152
"10355","","Ghana",7.9465,-1.0232,NA,31,3,2020,2020-03-31,161
"10356","","Ghana",7.9465,-1.0232,NA,1,4,2020,2020-04-01,195
"10357","","Ghana",7.9465,-1.0232,NA,2,4,2020,2020-04-02,204
"10358","","Ghana",7.9465,-1.0232,NA,3,4,2020,2020-04-03,205
"10359","","Ghana",7.9465,-1.0232,NA,4,4,2020,2020-04-04,205
"10360","","Ghana",7.9465,-1.0232,NA,5,4,2020,2020-04-05,214
"10361","","Ghana",7.9465,-1.0232,NA,6,4,2020,2020-04-06,214
"10362","","Ghana",7.9465,-1.0232,NA,7,4,2020,2020-04-07,287
"10363","","Ghana",7.9465,-1.0232,NA,8,4,2020,2020-04-08,313
"10364","","Ghana",7.9465,-1.0232,NA,9,4,2020,2020-04-09,378
"10365","","Ghana",7.9465,-1.0232,NA,10,4,2020,2020-04-10,378
"10366","","Ghana",7.9465,-1.0232,NA,11,4,2020,2020-04-11,408
"10367","","Ghana",7.9465,-1.0232,NA,12,4,2020,2020-04-12,566
"10368","","Ghana",7.9465,-1.0232,NA,13,4,2020,2020-04-13,566
"10369","","Ghana",7.9465,-1.0232,NA,14,4,2020,2020-04-14,636
"10370","","Ghana",7.9465,-1.0232,NA,15,4,2020,2020-04-15,636
"10371","","Greece",39.0742,21.8243,"EEA",22,1,2020,2020-01-22,0
"10372","","Greece",39.0742,21.8243,"EEA",23,1,2020,2020-01-23,0
"10373","","Greece",39.0742,21.8243,"EEA",24,1,2020,2020-01-24,0
"10374","","Greece",39.0742,21.8243,"EEA",25,1,2020,2020-01-25,0
"10375","","Greece",39.0742,21.8243,"EEA",26,1,2020,2020-01-26,0
"10376","","Greece",39.0742,21.8243,"EEA",27,1,2020,2020-01-27,0
"10377","","Greece",39.0742,21.8243,"EEA",28,1,2020,2020-01-28,0
"10378","","Greece",39.0742,21.8243,"EEA",29,1,2020,2020-01-29,0
"10379","","Greece",39.0742,21.8243,"EEA",30,1,2020,2020-01-30,0
"10380","","Greece",39.0742,21.8243,"EEA",31,1,2020,2020-01-31,0
"10381","","Greece",39.0742,21.8243,"EEA",1,2,2020,2020-02-01,0
"10382","","Greece",39.0742,21.8243,"EEA",2,2,2020,2020-02-02,0
"10383","","Greece",39.0742,21.8243,"EEA",3,2,2020,2020-02-03,0
"10384","","Greece",39.0742,21.8243,"EEA",4,2,2020,2020-02-04,0
"10385","","Greece",39.0742,21.8243,"EEA",5,2,2020,2020-02-05,0
"10386","","Greece",39.0742,21.8243,"EEA",6,2,2020,2020-02-06,0
"10387","","Greece",39.0742,21.8243,"EEA",7,2,2020,2020-02-07,0
"10388","","Greece",39.0742,21.8243,"EEA",8,2,2020,2020-02-08,0
"10389","","Greece",39.0742,21.8243,"EEA",9,2,2020,2020-02-09,0
"10390","","Greece",39.0742,21.8243,"EEA",10,2,2020,2020-02-10,0
"10391","","Greece",39.0742,21.8243,"EEA",11,2,2020,2020-02-11,0
"10392","","Greece",39.0742,21.8243,"EEA",12,2,2020,2020-02-12,0
"10393","","Greece",39.0742,21.8243,"EEA",13,2,2020,2020-02-13,0
"10394","","Greece",39.0742,21.8243,"EEA",14,2,2020,2020-02-14,0
"10395","","Greece",39.0742,21.8243,"EEA",15,2,2020,2020-02-15,0
"10396","","Greece",39.0742,21.8243,"EEA",16,2,2020,2020-02-16,0
"10397","","Greece",39.0742,21.8243,"EEA",17,2,2020,2020-02-17,0
"10398","","Greece",39.0742,21.8243,"EEA",18,2,2020,2020-02-18,0
"10399","","Greece",39.0742,21.8243,"EEA",19,2,2020,2020-02-19,0
"10400","","Greece",39.0742,21.8243,"EEA",20,2,2020,2020-02-20,0
"10401","","Greece",39.0742,21.8243,"EEA",21,2,2020,2020-02-21,0
"10402","","Greece",39.0742,21.8243,"EEA",22,2,2020,2020-02-22,0
"10403","","Greece",39.0742,21.8243,"EEA",23,2,2020,2020-02-23,0
"10404","","Greece",39.0742,21.8243,"EEA",24,2,2020,2020-02-24,0
"10405","","Greece",39.0742,21.8243,"EEA",25,2,2020,2020-02-25,0
"10406","","Greece",39.0742,21.8243,"EEA",26,2,2020,2020-02-26,1
"10407","","Greece",39.0742,21.8243,"EEA",27,2,2020,2020-02-27,3
"10408","","Greece",39.0742,21.8243,"EEA",28,2,2020,2020-02-28,4
"10409","","Greece",39.0742,21.8243,"EEA",29,2,2020,2020-02-29,4
"10410","","Greece",39.0742,21.8243,"EEA",1,3,2020,2020-03-01,7
"10411","","Greece",39.0742,21.8243,"EEA",2,3,2020,2020-03-02,7
"10412","","Greece",39.0742,21.8243,"EEA",3,3,2020,2020-03-03,7
"10413","","Greece",39.0742,21.8243,"EEA",4,3,2020,2020-03-04,9
"10414","","Greece",39.0742,21.8243,"EEA",5,3,2020,2020-03-05,31
"10415","","Greece",39.0742,21.8243,"EEA",6,3,2020,2020-03-06,45
"10416","","Greece",39.0742,21.8243,"EEA",7,3,2020,2020-03-07,46
"10417","","Greece",39.0742,21.8243,"EEA",8,3,2020,2020-03-08,73
"10418","","Greece",39.0742,21.8243,"EEA",9,3,2020,2020-03-09,73
"10419","","Greece",39.0742,21.8243,"EEA",10,3,2020,2020-03-10,89
"10420","","Greece",39.0742,21.8243,"EEA",11,3,2020,2020-03-11,99
"10421","","Greece",39.0742,21.8243,"EEA",12,3,2020,2020-03-12,99
"10422","","Greece",39.0742,21.8243,"EEA",13,3,2020,2020-03-13,190
"10423","","Greece",39.0742,21.8243,"EEA",14,3,2020,2020-03-14,228
"10424","","Greece",39.0742,21.8243,"EEA",15,3,2020,2020-03-15,331
"10425","","Greece",39.0742,21.8243,"EEA",16,3,2020,2020-03-16,331
"10426","","Greece",39.0742,21.8243,"EEA",17,3,2020,2020-03-17,387
"10427","","Greece",39.0742,21.8243,"EEA",18,3,2020,2020-03-18,418
"10428","","Greece",39.0742,21.8243,"EEA",19,3,2020,2020-03-19,418
"10429","","Greece",39.0742,21.8243,"EEA",20,3,2020,2020-03-20,495
"10430","","Greece",39.0742,21.8243,"EEA",21,3,2020,2020-03-21,530
"10431","","Greece",39.0742,21.8243,"EEA",22,3,2020,2020-03-22,624
"10432","","Greece",39.0742,21.8243,"EEA",23,3,2020,2020-03-23,695
"10433","","Greece",39.0742,21.8243,"EEA",24,3,2020,2020-03-24,743
"10434","","Greece",39.0742,21.8243,"EEA",25,3,2020,2020-03-25,821
"10435","","Greece",39.0742,21.8243,"EEA",26,3,2020,2020-03-26,892
"10436","","Greece",39.0742,21.8243,"EEA",27,3,2020,2020-03-27,966
"10437","","Greece",39.0742,21.8243,"EEA",28,3,2020,2020-03-28,1061
"10438","","Greece",39.0742,21.8243,"EEA",29,3,2020,2020-03-29,1156
"10439","","Greece",39.0742,21.8243,"EEA",30,3,2020,2020-03-30,1212
"10440","","Greece",39.0742,21.8243,"EEA",31,3,2020,2020-03-31,1314
"10441","","Greece",39.0742,21.8243,"EEA",1,4,2020,2020-04-01,1415
"10442","","Greece",39.0742,21.8243,"EEA",2,4,2020,2020-04-02,1544
"10443","","Greece",39.0742,21.8243,"EEA",3,4,2020,2020-04-03,1613
"10444","","Greece",39.0742,21.8243,"EEA",4,4,2020,2020-04-04,1673
"10445","","Greece",39.0742,21.8243,"EEA",5,4,2020,2020-04-05,1735
"10446","","Greece",39.0742,21.8243,"EEA",6,4,2020,2020-04-06,1755
"10447","","Greece",39.0742,21.8243,"EEA",7,4,2020,2020-04-07,1832
"10448","","Greece",39.0742,21.8243,"EEA",8,4,2020,2020-04-08,1884
"10449","","Greece",39.0742,21.8243,"EEA",9,4,2020,2020-04-09,1955
"10450","","Greece",39.0742,21.8243,"EEA",10,4,2020,2020-04-10,2011
"10451","","Greece",39.0742,21.8243,"EEA",11,4,2020,2020-04-11,2081
"10452","","Greece",39.0742,21.8243,"EEA",12,4,2020,2020-04-12,2114
"10453","","Greece",39.0742,21.8243,"EEA",13,4,2020,2020-04-13,2145
"10454","","Greece",39.0742,21.8243,"EEA",14,4,2020,2020-04-14,2170
"10455","","Greece",39.0742,21.8243,"EEA",15,4,2020,2020-04-15,2192
"10456","","Guatemala",15.7835,-90.2308,"Latam",22,1,2020,2020-01-22,0
"10457","","Guatemala",15.7835,-90.2308,"Latam",23,1,2020,2020-01-23,0
"10458","","Guatemala",15.7835,-90.2308,"Latam",24,1,2020,2020-01-24,0
"10459","","Guatemala",15.7835,-90.2308,"Latam",25,1,2020,2020-01-25,0
"10460","","Guatemala",15.7835,-90.2308,"Latam",26,1,2020,2020-01-26,0
"10461","","Guatemala",15.7835,-90.2308,"Latam",27,1,2020,2020-01-27,0
"10462","","Guatemala",15.7835,-90.2308,"Latam",28,1,2020,2020-01-28,0
"10463","","Guatemala",15.7835,-90.2308,"Latam",29,1,2020,2020-01-29,0
"10464","","Guatemala",15.7835,-90.2308,"Latam",30,1,2020,2020-01-30,0
"10465","","Guatemala",15.7835,-90.2308,"Latam",31,1,2020,2020-01-31,0
"10466","","Guatemala",15.7835,-90.2308,"Latam",1,2,2020,2020-02-01,0
"10467","","Guatemala",15.7835,-90.2308,"Latam",2,2,2020,2020-02-02,0
"10468","","Guatemala",15.7835,-90.2308,"Latam",3,2,2020,2020-02-03,0
"10469","","Guatemala",15.7835,-90.2308,"Latam",4,2,2020,2020-02-04,0
"10470","","Guatemala",15.7835,-90.2308,"Latam",5,2,2020,2020-02-05,0
"10471","","Guatemala",15.7835,-90.2308,"Latam",6,2,2020,2020-02-06,0
"10472","","Guatemala",15.7835,-90.2308,"Latam",7,2,2020,2020-02-07,0
"10473","","Guatemala",15.7835,-90.2308,"Latam",8,2,2020,2020-02-08,0
"10474","","Guatemala",15.7835,-90.2308,"Latam",9,2,2020,2020-02-09,0
"10475","","Guatemala",15.7835,-90.2308,"Latam",10,2,2020,2020-02-10,0
"10476","","Guatemala",15.7835,-90.2308,"Latam",11,2,2020,2020-02-11,0
"10477","","Guatemala",15.7835,-90.2308,"Latam",12,2,2020,2020-02-12,0
"10478","","Guatemala",15.7835,-90.2308,"Latam",13,2,2020,2020-02-13,0
"10479","","Guatemala",15.7835,-90.2308,"Latam",14,2,2020,2020-02-14,0
"10480","","Guatemala",15.7835,-90.2308,"Latam",15,2,2020,2020-02-15,0
"10481","","Guatemala",15.7835,-90.2308,"Latam",16,2,2020,2020-02-16,0
"10482","","Guatemala",15.7835,-90.2308,"Latam",17,2,2020,2020-02-17,0
"10483","","Guatemala",15.7835,-90.2308,"Latam",18,2,2020,2020-02-18,0
"10484","","Guatemala",15.7835,-90.2308,"Latam",19,2,2020,2020-02-19,0
"10485","","Guatemala",15.7835,-90.2308,"Latam",20,2,2020,2020-02-20,0
"10486","","Guatemala",15.7835,-90.2308,"Latam",21,2,2020,2020-02-21,0
"10487","","Guatemala",15.7835,-90.2308,"Latam",22,2,2020,2020-02-22,0
"10488","","Guatemala",15.7835,-90.2308,"Latam",23,2,2020,2020-02-23,0
"10489","","Guatemala",15.7835,-90.2308,"Latam",24,2,2020,2020-02-24,0
"10490","","Guatemala",15.7835,-90.2308,"Latam",25,2,2020,2020-02-25,0
"10491","","Guatemala",15.7835,-90.2308,"Latam",26,2,2020,2020-02-26,0
"10492","","Guatemala",15.7835,-90.2308,"Latam",27,2,2020,2020-02-27,0
"10493","","Guatemala",15.7835,-90.2308,"Latam",28,2,2020,2020-02-28,0
"10494","","Guatemala",15.7835,-90.2308,"Latam",29,2,2020,2020-02-29,0
"10495","","Guatemala",15.7835,-90.2308,"Latam",1,3,2020,2020-03-01,0
"10496","","Guatemala",15.7835,-90.2308,"Latam",2,3,2020,2020-03-02,0
"10497","","Guatemala",15.7835,-90.2308,"Latam",3,3,2020,2020-03-03,0
"10498","","Guatemala",15.7835,-90.2308,"Latam",4,3,2020,2020-03-04,0
"10499","","Guatemala",15.7835,-90.2308,"Latam",5,3,2020,2020-03-05,0
"10500","","Guatemala",15.7835,-90.2308,"Latam",6,3,2020,2020-03-06,0
"10501","","Guatemala",15.7835,-90.2308,"Latam",7,3,2020,2020-03-07,0
"10502","","Guatemala",15.7835,-90.2308,"Latam",8,3,2020,2020-03-08,0
"10503","","Guatemala",15.7835,-90.2308,"Latam",9,3,2020,2020-03-09,0
"10504","","Guatemala",15.7835,-90.2308,"Latam",10,3,2020,2020-03-10,0
"10505","","Guatemala",15.7835,-90.2308,"Latam",11,3,2020,2020-03-11,0
"10506","","Guatemala",15.7835,-90.2308,"Latam",12,3,2020,2020-03-12,0
"10507","","Guatemala",15.7835,-90.2308,"Latam",13,3,2020,2020-03-13,0
"10508","","Guatemala",15.7835,-90.2308,"Latam",14,3,2020,2020-03-14,1
"10509","","Guatemala",15.7835,-90.2308,"Latam",15,3,2020,2020-03-15,1
"10510","","Guatemala",15.7835,-90.2308,"Latam",16,3,2020,2020-03-16,2
"10511","","Guatemala",15.7835,-90.2308,"Latam",17,3,2020,2020-03-17,6
"10512","","Guatemala",15.7835,-90.2308,"Latam",18,3,2020,2020-03-18,6
"10513","","Guatemala",15.7835,-90.2308,"Latam",19,3,2020,2020-03-19,9
"10514","","Guatemala",15.7835,-90.2308,"Latam",20,3,2020,2020-03-20,12
"10515","","Guatemala",15.7835,-90.2308,"Latam",21,3,2020,2020-03-21,17
"10516","","Guatemala",15.7835,-90.2308,"Latam",22,3,2020,2020-03-22,19
"10517","","Guatemala",15.7835,-90.2308,"Latam",23,3,2020,2020-03-23,20
"10518","","Guatemala",15.7835,-90.2308,"Latam",24,3,2020,2020-03-24,21
"10519","","Guatemala",15.7835,-90.2308,"Latam",25,3,2020,2020-03-25,24
"10520","","Guatemala",15.7835,-90.2308,"Latam",26,3,2020,2020-03-26,25
"10521","","Guatemala",15.7835,-90.2308,"Latam",27,3,2020,2020-03-27,28
"10522","","Guatemala",15.7835,-90.2308,"Latam",28,3,2020,2020-03-28,34
"10523","","Guatemala",15.7835,-90.2308,"Latam",29,3,2020,2020-03-29,34
"10524","","Guatemala",15.7835,-90.2308,"Latam",30,3,2020,2020-03-30,36
"10525","","Guatemala",15.7835,-90.2308,"Latam",31,3,2020,2020-03-31,38
"10526","","Guatemala",15.7835,-90.2308,"Latam",1,4,2020,2020-04-01,39
"10527","","Guatemala",15.7835,-90.2308,"Latam",2,4,2020,2020-04-02,47
"10528","","Guatemala",15.7835,-90.2308,"Latam",3,4,2020,2020-04-03,50
"10529","","Guatemala",15.7835,-90.2308,"Latam",4,4,2020,2020-04-04,61
"10530","","Guatemala",15.7835,-90.2308,"Latam",5,4,2020,2020-04-05,61
"10531","","Guatemala",15.7835,-90.2308,"Latam",6,4,2020,2020-04-06,70
"10532","","Guatemala",15.7835,-90.2308,"Latam",7,4,2020,2020-04-07,77
"10533","","Guatemala",15.7835,-90.2308,"Latam",8,4,2020,2020-04-08,87
"10534","","Guatemala",15.7835,-90.2308,"Latam",9,4,2020,2020-04-09,95
"10535","","Guatemala",15.7835,-90.2308,"Latam",10,4,2020,2020-04-10,126
"10536","","Guatemala",15.7835,-90.2308,"Latam",11,4,2020,2020-04-11,137
"10537","","Guatemala",15.7835,-90.2308,"Latam",12,4,2020,2020-04-12,155
"10538","","Guatemala",15.7835,-90.2308,"Latam",13,4,2020,2020-04-13,156
"10539","","Guatemala",15.7835,-90.2308,"Latam",14,4,2020,2020-04-14,167
"10540","","Guatemala",15.7835,-90.2308,"Latam",15,4,2020,2020-04-15,180
"10541","","Guinea",9.9456,-9.6966,NA,22,1,2020,2020-01-22,0
"10542","","Guinea",9.9456,-9.6966,NA,23,1,2020,2020-01-23,0
"10543","","Guinea",9.9456,-9.6966,NA,24,1,2020,2020-01-24,0
"10544","","Guinea",9.9456,-9.6966,NA,25,1,2020,2020-01-25,0
"10545","","Guinea",9.9456,-9.6966,NA,26,1,2020,2020-01-26,0
"10546","","Guinea",9.9456,-9.6966,NA,27,1,2020,2020-01-27,0
"10547","","Guinea",9.9456,-9.6966,NA,28,1,2020,2020-01-28,0
"10548","","Guinea",9.9456,-9.6966,NA,29,1,2020,2020-01-29,0
"10549","","Guinea",9.9456,-9.6966,NA,30,1,2020,2020-01-30,0
"10550","","Guinea",9.9456,-9.6966,NA,31,1,2020,2020-01-31,0
"10551","","Guinea",9.9456,-9.6966,NA,1,2,2020,2020-02-01,0
"10552","","Guinea",9.9456,-9.6966,NA,2,2,2020,2020-02-02,0
"10553","","Guinea",9.9456,-9.6966,NA,3,2,2020,2020-02-03,0
"10554","","Guinea",9.9456,-9.6966,NA,4,2,2020,2020-02-04,0
"10555","","Guinea",9.9456,-9.6966,NA,5,2,2020,2020-02-05,0
"10556","","Guinea",9.9456,-9.6966,NA,6,2,2020,2020-02-06,0
"10557","","Guinea",9.9456,-9.6966,NA,7,2,2020,2020-02-07,0
"10558","","Guinea",9.9456,-9.6966,NA,8,2,2020,2020-02-08,0
"10559","","Guinea",9.9456,-9.6966,NA,9,2,2020,2020-02-09,0
"10560","","Guinea",9.9456,-9.6966,NA,10,2,2020,2020-02-10,0
"10561","","Guinea",9.9456,-9.6966,NA,11,2,2020,2020-02-11,0
"10562","","Guinea",9.9456,-9.6966,NA,12,2,2020,2020-02-12,0
"10563","","Guinea",9.9456,-9.6966,NA,13,2,2020,2020-02-13,0
"10564","","Guinea",9.9456,-9.6966,NA,14,2,2020,2020-02-14,0
"10565","","Guinea",9.9456,-9.6966,NA,15,2,2020,2020-02-15,0
"10566","","Guinea",9.9456,-9.6966,NA,16,2,2020,2020-02-16,0
"10567","","Guinea",9.9456,-9.6966,NA,17,2,2020,2020-02-17,0
"10568","","Guinea",9.9456,-9.6966,NA,18,2,2020,2020-02-18,0
"10569","","Guinea",9.9456,-9.6966,NA,19,2,2020,2020-02-19,0
"10570","","Guinea",9.9456,-9.6966,NA,20,2,2020,2020-02-20,0
"10571","","Guinea",9.9456,-9.6966,NA,21,2,2020,2020-02-21,0
"10572","","Guinea",9.9456,-9.6966,NA,22,2,2020,2020-02-22,0
"10573","","Guinea",9.9456,-9.6966,NA,23,2,2020,2020-02-23,0
"10574","","Guinea",9.9456,-9.6966,NA,24,2,2020,2020-02-24,0
"10575","","Guinea",9.9456,-9.6966,NA,25,2,2020,2020-02-25,0
"10576","","Guinea",9.9456,-9.6966,NA,26,2,2020,2020-02-26,0
"10577","","Guinea",9.9456,-9.6966,NA,27,2,2020,2020-02-27,0
"10578","","Guinea",9.9456,-9.6966,NA,28,2,2020,2020-02-28,0
"10579","","Guinea",9.9456,-9.6966,NA,29,2,2020,2020-02-29,0
"10580","","Guinea",9.9456,-9.6966,NA,1,3,2020,2020-03-01,0
"10581","","Guinea",9.9456,-9.6966,NA,2,3,2020,2020-03-02,0
"10582","","Guinea",9.9456,-9.6966,NA,3,3,2020,2020-03-03,0
"10583","","Guinea",9.9456,-9.6966,NA,4,3,2020,2020-03-04,0
"10584","","Guinea",9.9456,-9.6966,NA,5,3,2020,2020-03-05,0
"10585","","Guinea",9.9456,-9.6966,NA,6,3,2020,2020-03-06,0
"10586","","Guinea",9.9456,-9.6966,NA,7,3,2020,2020-03-07,0
"10587","","Guinea",9.9456,-9.6966,NA,8,3,2020,2020-03-08,0
"10588","","Guinea",9.9456,-9.6966,NA,9,3,2020,2020-03-09,0
"10589","","Guinea",9.9456,-9.6966,NA,10,3,2020,2020-03-10,0
"10590","","Guinea",9.9456,-9.6966,NA,11,3,2020,2020-03-11,0
"10591","","Guinea",9.9456,-9.6966,NA,12,3,2020,2020-03-12,0
"10592","","Guinea",9.9456,-9.6966,NA,13,3,2020,2020-03-13,1
"10593","","Guinea",9.9456,-9.6966,NA,14,3,2020,2020-03-14,1
"10594","","Guinea",9.9456,-9.6966,NA,15,3,2020,2020-03-15,1
"10595","","Guinea",9.9456,-9.6966,NA,16,3,2020,2020-03-16,1
"10596","","Guinea",9.9456,-9.6966,NA,17,3,2020,2020-03-17,1
"10597","","Guinea",9.9456,-9.6966,NA,18,3,2020,2020-03-18,1
"10598","","Guinea",9.9456,-9.6966,NA,19,3,2020,2020-03-19,1
"10599","","Guinea",9.9456,-9.6966,NA,20,3,2020,2020-03-20,1
"10600","","Guinea",9.9456,-9.6966,NA,21,3,2020,2020-03-21,2
"10601","","Guinea",9.9456,-9.6966,NA,22,3,2020,2020-03-22,2
"10602","","Guinea",9.9456,-9.6966,NA,23,3,2020,2020-03-23,4
"10603","","Guinea",9.9456,-9.6966,NA,24,3,2020,2020-03-24,4
"10604","","Guinea",9.9456,-9.6966,NA,25,3,2020,2020-03-25,4
"10605","","Guinea",9.9456,-9.6966,NA,26,3,2020,2020-03-26,4
"10606","","Guinea",9.9456,-9.6966,NA,27,3,2020,2020-03-27,8
"10607","","Guinea",9.9456,-9.6966,NA,28,3,2020,2020-03-28,8
"10608","","Guinea",9.9456,-9.6966,NA,29,3,2020,2020-03-29,16
"10609","","Guinea",9.9456,-9.6966,NA,30,3,2020,2020-03-30,22
"10610","","Guinea",9.9456,-9.6966,NA,31,3,2020,2020-03-31,22
"10611","","Guinea",9.9456,-9.6966,NA,1,4,2020,2020-04-01,30
